song_name,genre,speaker_id,dry_weight,weight0,weight1,weight2,water_loss1,water_loss2,total_water_loss,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,chroma_stft_mean,chroma_stft_var
blues.00000.wav,blues,1,1.697,2.3791,2.3622,2.3454,0.0169,0.0168,0.0337,0.1302279234,0.002826696495,1784.16585,129774.0645,2002.44906,85882.76132,3805.839606,901505.4255,0.08304482067,0.0007669456546,0.3500881195,0.08875656873
blues.00000.wav,blues,2,2.2398,3.0993,3.08,3.0604,0.0193,0.0196,0.0389,0.1302279234,0.002826696495,1784.16585,129774.0645,2002.44906,85882.76132,3805.839606,901505.4255,0.08304482067,0.0007669456546,0.3500881195,0.08875656873
blues.00001.wav,blues,1,2.0938,2.9459,2.9327,2.9131,0.0132,0.0196,0.0328,0.09594780952,0.002372739138,1530.176679,375850.0736,2039.036516,213843.7555,3550.522098,2977893.388,0.05603980871,0.001447521491,0.3409135938,0.09498025477
blues.00001.wav,blues,2,1.7753,2.5336,2.5183,2.4888,0.0153,0.0295,0.0448,0.09594780952,0.002372739138,1530.176679,375850.0736,2039.036516,213843.7555,3550.522098,2977893.388,0.05603980871,0.001447521491,0.3409135938,0.09498025477
blues.00002.wav,blues,1,1.9536,2.7848,2.7713,2.7591,0.0135,0.0122,0.0257,0.1755704135,0.002745916368,1552.811865,156467.6434,1747.702312,76254.19226,3042.260232,784034.4607,0.07629120746,0.001006829079,0.3636371791,0.08527519554
blues.00002.wav,blues,2,2.0735,2.9095,2.9,2.88,0.0095,0.02,0.0295,0.1755704135,0.002745916368,1552.811865,156467.6434,1747.702312,76254.19226,3042.260232,784034.4607,0.07629120746,0.001006829079,0.3636371791,0.08527519554
blues.00003.wav,blues,1,2.0634,2.9102,2.8885,2.8688,0.0217,0.0197,0.0414,0.1410930008,0.006346346345,1070.106615,184355.9424,1596.412872,166441.4948,2184.745799,1493194.36,0.03330886263,0.0004227589871,0.4047847092,0.09399903566
blues.00003.wav,blues,2,1.8822,2.6281,2.6029,2.5921,0.0252,0.0108,0.036,0.1410930008,0.006346346345,1070.106615,184355.9424,1596.412872,166441.4948,2184.745799,1493194.36,0.03330886263,0.0004227589871,0.4047847092,0.09399903566
blues.00004.wav,blues,1,1.9901,2.7327,2.7186,2.7068,0.0141,0.0118,0.0259,0.0915287137,0.002303397749,1835.004266,343399.9393,1748.172116,88445.20904,3579.757627,1572977.832,0.1014605387,0.001954124702,0.3085260391,0.08784098178
blues.00004.wav,blues,2,1.9297,2.7286,2.7146,2.703,0.014,0.0116,0.0256,0.0915287137,0.002303397749,1835.004266,343399.9393,1748.172116,88445.20904,3579.757627,1572977.832,0.1014605387,0.001954124702,0.3085260391,0.08784098178
blues.00005.wav,blues,1,2.1399,2.9003,2.8827,2.8725,0.0176,0.0102,0.0278,0.1034936383,0.003980508074,1831.99394,1030482.37,1729.653287,201910.5086,3481.517592,3274439.958,0.09404153374,0.006233195615,0.3024562895,0.08753237873
blues.00005.wav,blues,2,1.7937,2.4703,2.4558,2.4486,0.0145,0.0072,0.0217,0.1034936383,0.003980508074,1831.99394,1030482.37,1729.653287,201910.5086,3481.517592,3274439.958,0.09404153374,0.006233195615,0.3024562895,0.08753237873
blues.00006.wav,blues,1,1.78,2.4967,2.4791,2.47,0.0176,0.0091,0.0267,0.1418741494,0.008803188801,1459.366472,437859.3981,1389.009131,185023.2395,2795.610963,1621442.025,0.07305223741,0.001909170668,0.2913279831,0.09398132563
blues.00006.wav,blues,2,1.8676,2.5705,2.5544,2.5439,0.0161,0.0105,0.0266,0.1418741494,0.008803188801,1459.366472,437859.3981,1389.009131,185023.2395,2795.610963,1621442.025,0.07305223741,0.001909170668,0.2913279831,0.09398132563
blues.00007.wav,blues,1,1.7435,2.4551,2.443,2.4299,0.0121,0.0131,0.0252,0.1318221837,0.005531143397,1451.667066,449568.1625,1577.270941,168211.9388,2954.83676,1629129.972,0.06144224611,0.001848816272,0.3079547882,0.09290287644
blues.00007.wav,blues,2,1.472,2.0662,2.0529,2.0409,0.0133,0.012,0.0253,0.1318221837,0.005531143397,1451.667066,449568.1625,1577.270941,168211.9388,2954.83676,1629129.972,0.06144224611,0.001848816272,0.3079547882,0.09290287644
blues.00008.wav,blues,1,1.7468,2.4222,2.4067,2.3956,0.0155,0.0111,0.0266,0.1424164921,0.001507156063,1719.368948,163282.8454,2031.740381,105542.7182,3782.316288,1262916.989,0.06402488762,0.0007314817439,0.4088792205,0.08651247621
blues.00008.wav,blues,2,1.9911,2.7845,2.7643,2.7493,0.0202,0.015,0.0352,0.1424164921,0.001507156063,1719.368948,163282.8454,2031.740381,105542.7182,3782.316288,1262916.989,0.06402488762,0.0007314817439,0.4088792205,0.08651247621
blues.00009.wav,blues,1,1.7759,2.4649,2.453,2.4394,0.0119,0.0136,0.0255,0.08131366223,0.004346864764,1817.150863,298236.1412,1973.773306,114070.1126,3943.490565,1367638.235,0.07917482357,0.001377659053,0.273950398,0.0923159644
blues.00009.wav,blues,2,1.9536,2.6605,2.6462,2.6359,0.0143,0.0103,0.0246,0.08131366223,0.004346864764,1817.150863,298236.1412,1973.773306,114070.1126,3943.490565,1367638.235,0.07917482357,0.001377659053,0.273950398,0.0923159644
blues.00010.wav,blues,1,1.9184,2.6431,2.6323,2.623,0.0108,0.0093,0.0201,0.1428650618,0.009200276807,1409.955256,205666.8387,1512.310265,145008.8051,2765.900805,1427843.942,0.06295882577,0.0004415341144,0.3039933145,0.09470293671
blues.00010.wav,blues,2,2.0903,2.8883,2.8724,2.8596,0.0159,0.0128,0.0287,0.1428650618,0.009200276807,1409.955256,205666.8387,1512.310265,145008.8051,2765.900805,1427843.942,0.06295882577,0.0004415341144,0.3039933145,0.09470293671
blues.00011.wav,blues,1,1.7642,2.59,2.5657,2.5523,0.0243,0.0134,0.0377,0.06574068964,0.002499910304,1352.659665,512135.0899,1756.779795,220626.792,2880.777863,2933408.182,0.04393058476,0.001895712372,0.367152065,0.102328755
blues.00011.wav,blues,2,2.1034,3.004,2.9835,2.9758,0.0205,0.0077,0.0282,0.06574068964,0.002499910304,1352.659665,512135.0899,1756.779795,220626.792,2880.777863,2933408.182,0.04393058476,0.001895712372,0.367152065,0.102328755
blues.00012.wav,blues,1,1.8733,2.5471,2.5381,2.5284,0.009,0.0097,0.0187,0.1190460548,0.004052797332,1360.641197,257065.39,1567.565225,45236.51136,2738.638738,952898.8674,0.06909500677,0.002380562344,0.2693911195,0.09390164912
blues.00012.wav,blues,2,1.9834,2.7894,2.7747,2.7643,0.0147,0.0104,0.0251,0.1190460548,0.004052797332,1360.641197,257065.39,1567.565225,45236.51136,2738.638738,952898.8674,0.06909500677,0.002380562344,0.2693911195,0.09390164912
blues.00013.wav,blues,1,1.9447,2.7315,2.7127,2.6959,0.0188,0.0168,0.0356,0.1131698266,0.004188918043,1324.293218,171474.9931,1828.039254,78278.56676,2710.2692,1074400.279,0.05140170328,0.001255387821,0.2647128105,0.09117574245
blues.00013.wav,blues,2,1.9462,2.7398,2.7194,2.7085,0.0204,0.0109,0.0313,0.1131698266,0.004188918043,1324.293218,171474.9931,1828.039254,78278.56676,2710.2692,1074400.279,0.05140170328,0.001255387821,0.2647128105,0.09117574245
blues.00014.wav,blues,1,1.9844,2.8482,2.8278,2.8167,0.0204,0.0111,0.0315,0.06705453247,0.002716969931,1171.848227,147278.5459,1705.519299,96584.44337,2344.246382,877596.5562,0.04503667585,0.001559970832,0.3290363252,0.108111456
blues.00014.wav,blues,2,1.5819,2.309,2.2918,2.2792,0.0172,0.0126,0.0298,0.06705453247,0.002716969931,1171.848227,147278.5459,1705.519299,96584.44337,2344.246382,877596.5562,0.04503667585,0.001559970832,0.3290363252,0.108111456
blues.00015.wav,blues,1,1.7969,2.473,2.4636,2.387,0.0094,0.0766,0.086,0.08062402159,0.002828972414,1420.365165,199958.9785,1731.164281,81354.26151,2929.964495,700098.974,0.06370125495,0.00194098966,0.2696904242,0.09498938173
blues.00015.wav,blues,2,1.8036,2.5218,2.4937,2.4197,0.0281,0.074,0.1021,0.08062402159,0.002828972414,1420.365165,199958.9785,1731.164281,81354.26151,2929.964495,700098.974,0.06370125495,0.00194098966,0.2696904242,0.09498938173
blues.00016.wav,blues,1,2.1417,3.1111,3.0874,3.0715,0.0237,0.0159,0.0396,0.08147174865,0.00264104316,1454.963941,152317.1235,1825.79796,116774.7357,3009.460817,1010620.015,0.06134406117,0.001418798264,0.3041855693,0.09849298
blues.00016.wav,blues,2,2.1736,3.0882,3.064,3.0507,0.0242,0.0133,0.0375,0.08147174865,0.00264104316,1454.963941,152317.1235,1825.79796,116774.7357,3009.460817,1010620.015,0.06134406117,0.001418798264,0.3041855693,0.09849298
blues.00017.wav,blues,1,2.135,2.9667,2.9507,2.9452,0.016,0.0055,0.0215,0.09330607951,0.002150766551,1088.84423,231640.7778,1410.984259,69795.44291,2134.992942,1081720.085,0.04832624891,0.0008451654662,0.3021239936,0.09334567934
blues.00017.wav,blues,2,1.6397,2.4057,2.3861,2.3721,0.0196,0.014,0.0336,0.09330607951,0.002150766551,1088.84423,231640.7778,1410.984259,69795.44291,2134.992942,1081720.085,0.04832624891,0.0008451654662,0.3021239936,0.09334567934
blues.00018.wav,blues,1,1.9039,2.6645,2.6496,2.6356,0.0149,0.014,0.0289,0.07970637083,0.002956253942,1537.587699,193102.06,2054.529511,145776.7414,3495.515006,1827899.522,0.05614176999,0.001722205154,0.2699322999,0.09765774757
blues.00018.wav,blues,2,2.0998,2.874,2.8553,2.8394,0.0187,0.0159,0.0346,0.07970637083,0.002956253942,1537.587699,193102.06,2054.529511,145776.7414,3495.515006,1827899.522,0.05614176999,0.001722205154,0.2699322999,0.09765774757
blues.00019.wav,blues,1,1.7643,2.4656,2.4573,2.4434,0.0083,0.0139,0.0222,0.09765975177,0.002575091319,1195.470376,249522.9412,1481.31888,46970.5432,2235.264725,1208028.724,0.05888603901,0.001798326377,0.2573248148,0.09596329927
blues.00019.wav,blues,2,1.7751,2.4789,2.4688,2.4554,0.0101,0.0134,0.0235,0.09765975177,0.002575091319,1195.470376,249522.9412,1481.31888,46970.5432,2235.264725,1208028.724,0.05888603901,0.001798326377,0.2573248148,0.09596329927
blues.00020.wav,blues,1,2.0639,2.8447,2.8201,2.804,0.0246,0.0161,0.0407,0.07547449321,0.002498623449,1390.301558,102976.4843,1911.31458,88916.80173,3006.171716,945949.5196,0.05258634232,0.0006162290796,0.3026116192,0.09432913363
blues.00020.wav,blues,2,2.1694,2.98,2.964,2.9512,0.016,0.0128,0.0288,0.07547449321,0.002498623449,1390.301558,102976.4843,1911.31458,88916.80173,3006.171716,945949.5196,0.05258634232,0.0006162290796,0.3026116192,0.09432913363
blues.00021.wav,blues,1,1.9286,2.6863,2.6617,2.6508,0.0246,0.0109,0.0355,0.10113208,0.003228397109,1046.550011,291480.2784,1481.058089,70086.82817,1830.330592,1349215.136,0.04790745239,0.002331309429,0.321100384,0.1032922864
blues.00021.wav,blues,2,2.0778,2.8942,2.8752,2.8542,0.019,0.021,0.04,0.10113208,0.003228397109,1046.550011,291480.2784,1481.058089,70086.82817,1830.330592,1349215.136,0.04790745239,0.002331309429,0.321100384,0.1032922864
